1819 38 123 10 0 707 20 2 968 663 1603 47 3934 1850 811 9 104 3 901 1 20 67 1211 619 5 16 1266 211 58 2 135 4 102 3 270 2062 87 4 3934 1850 771 8 7 0 88 97 168 2 88 176 8 3 96 117 124 0 544 182 7 1224 85 0 1360 182 14 2 74 37 914 3 192 3512 663 676 548 100 590 27 3 588 664 0 462 1 100 590 27 4607 790 374 1524 1851 1389 1 4913 1 9 0 166 361 90 24 338 12 631 1 2 99 0 355 1850 1 0 3052 94 1850 17 29 2373 25 24 0 355 1850 6 158 0 118 5 0 130 14 250 103 189 5 82 140 142 154 3 78 1056 175 3513 4 112 3 659 217 278 1 160 2 3264 341 11 20 3 4608 5 853 487 58 7839 23 15 1133 10 35 15 66 478 831 487 252 560 46 13 0 2220 36 15 79 341 15 102 121 15 23 2 309 0 685 151 1 157 159 9 52 181 559 	5
1976 3 879 11 2 3264 4 16 2272 1 2 20 4 132 75 90 523 30 3 219 51 4609 518 2 20 509 65 85 12 844 5 1 2674 5730 2 102 0 7840 1 20 509 65 85 43 2475 31 2273 10 4 0 33 703 1118 5 72 5 347 2 135 4 20 0 88 377 0 101 185 2 812 7 11 32 7 69 6914 8 376 1039 34 32 20 64 6255 5 2533 331 0 1577 11 217 0 232 4 3265 30 600 30 17 1852 0 233 40 10 845 16 7 45 43 193 948 27 1225 161 664 117 32 7 0 337 217 5 0 26 0 767 2 302 4 1279 83 22 3 711 5 217 4 8 9027 29 1038 6259 29 1079 0 435 233 6 579 13 4610 39 2602 483 16 767 6 3778 1339 7 1853 44 2 108 377 389 12 498 953 48 18 8 934 1 163 1134 1435 58 23 19 679 42 4146 6 2374 13 161 81 114 10 3 2675 767 149 93 6 3390 37 242 905 9 0 179 164 38 11 6 1242 10 0 11 6 4147 32 29 69 5 79 2533 0 113 6 1290 107 1 459 2 22 3 241 6915 11 2 6 1486 10 1 17 4611 331 0 685 185 148 2 6 32 9 43 5 12 2862 0 4612 687 4 632 36 5 82 10 12 6260 48 9 38 13 3391 9027 25 11 2 494 20 4 31 3266 10 0 1302 2 273 11 6 3 353 51 2184 478 1 10 0 784 11 2 168 20 4 49 13 59 2758 1 110 21 468 4 2957 18 7841 404 2 6 10 59 233 27 0 51 5 12 1467 1 620 389 85 147 218 9 189 0 3267 1 0 879 2 6 10 59 39 606 213 191 1 11 12 229 7 3641 56 5283 2 279 832 4 3 219 3642 13 6916 1 70 2676 411 0 139 1507 1578 47 12 235 2675 10 103 4 3268 189 12 2862 1 2 23 1703 72 	5
583 24 750 1579 75 21 4613 75 1579 0 750 7 41 24 283 50 3 97 77 1663 5 0 28 18 0 98 2 1243 105 5 2476 1 3143 2677 14 42 0 9028 23 21 7842 5 271 174 10 432 0 28 534 24 115 2 980 0 750 7 53 24 	4
2 102 11 4914 3935 511 3 174 4614 27 170 14 2 232 4 3643 123 76 17 29 4 38 0 79 154 2 111 10 32 4 501 55 2012 1 259 167 2 480 1 111 4 448 9 167 2 1047 115 21 144 167 116 0 5 1664 1 310 43 1729 32 50 2 91 199 1 252 299 29 21 10 0 62 5 12 4615 2 111 62 155 32 17 304 38 4 40 49 1 46 130 65 1624 5 0 927 2 6 1256 2 53 450 17 29 25 76 10 679 11 715 15 4914 3935 	4
2 20 880 114 509 16 26 311 1 2 362 130 2430 295 	1
57 1046 176 16 26 195 208 30 2 20 64 3 484 42 9 54 3 425 423 210 33 647 1 33 338 905 2 22 12 101 174 151 42 0 79 613 2140 38 1 36 0 79 100 47 12 226 29 90 661 89 3 613 788 777 1119 555 282 8 6 0 846 186 3 78 73 44 87 40 312 73 95 298 9 3 1434 109 14 2 105 1257 5 11 6261 0 772 2274 87 423 1 1021 137 18 134 19 23 36 677 1 19 36 5731 15 72 1011 13 0 1414 70 145 1451 4 137 4 16 26 255 2 116 0 6917 5 2013 100 47 226 2 102 54 16 290 109 67 4 31 25 5284 1703 71 3 120 73 4148 9 3 613 788 772 	2
19 29 778 50 19 259 11 19 108 553 5732 1 2863 4 52 1244 537 0 28 7 24 21 33 14 8 6 3 33 994 18 2141 978 1277 50 0 28 6 1487 8 447 34 0 234 6 3 173 318 32 203 59 2375 2958 4 0 1371 708 6262 25 2 178 4 0 1244 386 16 437 318 92 441 69 5733 25 2 5731 30 1096 72 1977 39 11 32 7 3 195 1244 775 25 16 386 127 3 90 200 634 9 1184 155 0 430 2 20 69 591 13 1244 3053 80 32 23 55 2322 39 32 2 40 798 312 460 3053 7843 1604 12 621 13 69 5733 16 70 264 31 0 193 51 19 103 	2
111 4 7844 1488 1854 193 119 13 12 481 9 175 19 22 40 1303 47 52 4616 154 378 559 2 99 3 384 329 13 4362 384 2534 1 2864 4363 785 12 481 99 6918 322 10 3 4364 1452 0 6918 322 10 4364 1452 115 21 499 4 2865 38 4 38 8 393 34 690 13 277 1 262 1322 742 0 329 6 247 90 24 12 481 1 2 385 8 95 118 0 67 185 19 105 17 108 20 398 118 7 0 1882 12 481 1 2 29 21 758 2759 13 0 395 5 28 12 481 7 1126 282 30 361 5 0 5734 9 0 97 17 228 336 395 1323 606 0 417 1110 0 28 7 90 24 	3
33 2142 27 16 725 143 1605 804 6 216 2535 136 6 1781 1 56 6 1645 286 31 62 3514 6919 	5
16 7 3 285 284 725 53 2 22 759 2760 58 389 85 284 745 34 166 6920 4149 256 500 65 696 284 101 5 36 1011 13 0 1324 18 167 3054 5 5735 35 8 77 6263 44 900 44 35 37 428 1 3144 59 3055 417 34 37 264 21 416 284 12 22 3 1291 1304 1 1004 236 4 8 1 9 1226 1489 281 157 17 443 8 0 3269 284 6 21 41 212 0 6921 799 525 6 820 1 300 1436 21 4 980 0 474 1324 4365 799 136 11 2678 8 9029 16 26 9030 195 208 18 454 198 2014 124 15 100 399 21 46 52 11 95 1011 0 6264 9 3 147 8 4360 10 60 1686 	2
216 216 216 167 6 348 0 5285 204 98 0 131 6 39 5 16 707 1 0 772 6 41 2275 3 2 57 158 239 16 26 4 324 159 4 496 	5
2 961 501 280 1 79 6265 736 47 6922 17 20 3 241 249 4 571 47 746 2098 1 1245 66 502 139 354 28 14 18 253 219 560 27 3 5736 1325 1665 280 2536 0 2761 116 21 4 980 15 108 152 147 1665 280 760 1 31 54 190 3 7 81 64 6923 104 380 79 299 27 0 205 250 34 4 49 2323 1 17 20 906 5 78 209 11 108 112 209 3 78 65 6266 9 387 5736 7845 44 6265 	4
216 26 113 7 41 7846 	4
404 22 3 800 4 614 3 555 42 40 712 4 1071 10 3779 1 20 64 435 9 777 1119 41 535 306 1 0 928 23 33 8 366 21 969 190 15 407 0 1820 20 33 28 2 70 31 405 42 3 183 	5
2 157 132 224 353 209 54 16 4366 0 593 7 348 0 79 628 23 160 4150 1 1390 21 4 980 11 324 32 77 3392 1 17 964 45 575 30 575 2221 4 31 1703 49 4 16 4366 538 786 58 2 635 	5
2 488 74 16 26 81 22 12 737 42 584 10 0 193 139 240 1 17 20 64 468 4 2959 288 1755 48 4 4915 45 326 7 258 564 1 33 10 0 1559 1 777 51 12 197 131 7 0 4367 564 225 3145 13 24 28 43 5 12 197 341 10 187 223 0 411 4 630 	5
77 165 284 2 57 132 11 17 20 0 88 284 10 622 15 20 4 96 8 4 150 123 165 8 7 0 56 7 33 1 2 217 34 2 40 2537 184 3644 0 350 284 151 7 41 680 1 276 26 4 886 39 13 229 44 144 3 597 7 67 43 185 2 66 34 609 8 511 4 335 25 112 153 4 46 32 565 164 493 1212 1525 35 15 135 4 31 589 124 295 	5
6255 507 50 16 2762 6 48 1 405 1 2 968 10 544 2 57 49 4 16 430 887 30 19 463 8 117 130 44 321 170 148 8 6 122 18 457 2 111 13 3 270 0 2762 77 2185 71 2430 134 37 90 200 2 105 17 2376 5286 2866 11 77 4 1625 0 28 2866 2 22 12 1560 227 689 8 6 258 24 1 637 738 2 393 9 161 4 501 14 310 13 262 0 209 2 385 166 29 241 199 299 1 200 2015 196 2 491 3 129 9031 5 2865 14 21 838 12 1903 387 8 408 4 31 11 16 2762 57 20 2477 4151 1 6924 3 1213 2960 108 2431 211 145 12 1903 16 425 720 14 356 543 209 108 21 31 731 42 16 425 25 75 419 13 0 2762 1817 306 1242 6 244 35 15 108 21 162 251 430 306 32 203 224 344 287 2866 10 12 995 14 32 6 585 5 28 2866 1 0 6925 3936 29 68 335 1 2377 576 0 2099 6 41 1120 2 694 17 70 5287 65 2099 10 0 1302 388 156 17 2376 37 43 5 0 285 410 430 6926 10 0 1258 1110 32 357 95 4 1057 164 9 779 15 20 1185 4368 44 135 1606 3515 	3
83 32 1 352 83 3937 7 145 12 197 26 4 751 3 206 630 193 594 119 2 2478 3 342 5 229 11 19 5737 4 49 263 39 0 4617 119 660 10 630 187 156 17 22 189 712 295 10 1305 240 25 89 186 2063 3645 3270 71 0 3780 2378 179 19 314 4 670 62 4 52 197 235 6267 12 67 1111 6 59 39 5 103 2324 233 63 511 3 1058 9 186 10 3 1223 235 929 1 9 0 3781 3938 52 79 487 4618 1 934 89 36 1011 59 1704 1730 300 3 2763 145 3 90 24 1704 1730 10 16 845 	4
250 20 4 132 11 1883 0 10 0 2867 3782 1904 6268 1978 6268 7 12 197 80 5 37 5738 1851 1199 34 265 63 2764 8 3 217 85 0 79 130 553 4 11 0 2143 3271 1 6268 7 43 5 253 256 2 108 726 59 685 624 561 788 27 30 219 30 409 319 5739 5 347 0 2186 23 348 1 23 65 1241 4 653 1543 85 4 949 650 2064 2186 35 15 46 82 13 789 538 162 11 0 789 23 3 78 4152 599 9 0 289 25 2 239 55 79 1905 0 294 7 348 388 10 0 373 36 10 36 16 7 43 5 12 2100 1080 	5
1666 2 74 351 1 470 195 5 12 368 4 1317 19 36 309 8 146 207 28 33 782 521 1 1038 5 233 9 0 351 4 761 13 36 5 253 864 483 0 1782 881 6 428 124 1 0 1783 18 8 6 165 0 595 222 414 31 0 88 2 20 168 22 0 367 1884 6 24 14 3 78 73 1031 9 12 236 12 481 178 11 0 1227 94 202 93 528 6 0 88 94 202 168 163 344 449 6 165 12 9032 954 22 0 536 1081 601 1 1359 915 63 22 367 345 1623 3272 1 5 347 1081 601 11 6 41 231 14 33 0 67 6927 29 0 212 512 21 174 14 2 20 22 95 118 32 6 67 43 4916 1 204 179 1 11 6 1306 18 0 79 188 5 0 902 288 179 5 2765 1 0 6928 3939 61 6 68 267 303 0 6929 1221 23 0 207 146 28 1 5 347 585 5 233 9 351 4 761 1 1906 	4
2 6 221 9 3 26 190 2 108 46 143 2222 1 59 810 727 11 6 612 199 1580 32 7 59 5288 3940 56 1 2379 747 1228 5 235 291 261 18 3646 2432 2 2766 111 10 9 130 143 2222 14 572 48 316 518 143 2222 156 36 2222 29 0 1097 644 47 50 2 843 0 542 2868 2 110 316 3 2532 9033 18 0 2222 63 7 3 24 185 1135 0 709 5 0 9034 2222 8 230 54 2223 218 4 46 0 518 143 2222 4153 10 1072 4 59 810 727 2 1005 13 4369 1 92 1687 238 397 56 47 12 2222 4 3941 0 88 2222 	4
74 74 74 16 767 369 12 318 3393 9035 2 895 3 183 5 51 27 16 767 1 10 0 2187 189 879 1 879 29 348 41 2603 1 535 4 795 4 2 1581 82 30 17 115 167 4 3268 189 418 1 12 996 29 72 955 377 5 2 20 156 509 879 9 3 406 1467 5740 7 41 212 	5
104 410 1821 1 69 654 2 399 31 9036 8 50 2 445 331 0 541 2767 5 4917 8 7 83 298 4 1292 371 245 1705 49 10 1 1012 217 9037 1667 1 2224 54 312 12 199 2101 13 36 6930 5289 30 600 30 2 2016 0 9038 44 161 352 32 282 2 228 415 5741 5742 15 61 162 55 9039 78 47 4913 4 1307 7847 1646 1073 83 3 399 156 1784 21 153 281 869 439 316 4370 282 833 650 10 650 13 1756 541 6931 6269 2 83 313 221 1 283 4918 161 2 232 1667 124 1 907 54 190 44 58 2 414 46 9 3 1415 9 38 181 	4
16 26 7 33 0 131 7 25 429 997 1855 615 1 24 141 343 8 43 5 12 49 4 256 9 791 0 557 23 348 13 3 2433 598 5 231 916 4 571 47 0 1173 1856 960 1 201 4 479 1048 201 1 12 197 212 996 4154 212 917 0 1186 5 0 97 7 288 1 1214 2101 13 456 5 1785 4619 1 32 7 3 351 761 179 1 1098 4 614 859 1 356 407 296 10 0 326 44 144 8 4 49 	4
35 15 3942 821 1200 1185 289 131 117 6932 228 31 27 0 285 5 60 537 16 7 3 2479 131 182 10 0 391 1 12 323 77 64 122 9 240 6932 1144 3 33 98 204 537 1 225 17 478 59 238 5724 4620 138 260 3 288 204 136 1 125 1905 970 131 9 520 984 58 3 3273 66 1058 16 26 48 37 223 8 	5
6922 2 74 15 58 1 121 115 15 3274 80 15 23 356 3 15 1022 15 20 36 209 9 0 2604 86 9 12 2604 6933 12 2604 167 14 50 2 1229 104 882 18 3 979 858 5280 25 2961 376 46 562 104 18 0 562 10 0 728 18 214 402 2188 60 1 5743 1174 2679 38 39 1 2 9040 214 6922 4155 733 3056 21 255 21 584 92 2605 1011 12 451 159 115 92 40 317 38 1011 12 451 137 42 1213 1174 286 607 15 58 12 451 7 1976 13 58 15 66 150 697 610 42 95 2 27 400 1 2538 2 6 10 59 1822 2144 655 176 38 12 962 9 4371 80 2 178 69 12 270 178 715 15 30 19 310 1 92 247 6934 5290 69 715 15 62 174 174 174 14 2 74 0 4371 1 0 107 1013 10 0 2017 1 1079 179 25 37 1705 1340 3 125 9 11 	2
404 3 762 2018 26 10 1082 11 376 96 73 327 403 1121 123 4 655 13 318 412 568 381 1 1372 50 1373 2 99 0 1437 215 47 45 138 98 1979 3146 1561 10 280 520 2225 215 13 2539 9041 1 652 1341 2 1280 57 20 385 0 2539 1607 606 0 9041 44 2768 13 0 4621 805 8 6 73 3275 18 0 285 1145 14 8 7 0 1437 215 1 35 211 123 92 1754 8 117 211 0 120 8 228 31 334 301 1 0 652 1341 23 216 0 56 6 2540 1 107 0 28 133 39 1014 359 1 201 8 57 20 64 76 35 15 108 939 0 338 8 6 40 73 267 2 70 158 137 62 1 96 79 98 487 1 2 492 239 	4
37 34 3 554 2606 7848 1136 6935 10 3 3943 7849 161 76 731 918 3783 2 1823 4 2869 1824 604 0 430 9 3 561 119 1857 6270 768 2 102 123 4 547 1 2 450 34 2 6 18 59 6271 5 0 9042 54 4 84 3 650 4 650 5291 501 522 7 330 262 260 18 0 296 1293 6 971 625 25 2 475 211 36 11 3647 251 1944 1406 14 24 1647 316 271 104 2769 12 5292 405 39 112 153 15 508 18 3 1648 32 23 251 210 1 699 10 0 3516 4622 39 60 5280 1 4 0 1907 1 538 31 36 24 251 2541 4 1 47 0 888 3147 	3
16 26 7 25 335 8 7 166 158 21 3 1757 1266 413 8 3648 62 10 0 633 0 28 1 246 23 24 14 166 5 36 2 34 11 2 61 445 12 498 42 4 46 246 1 0 4134 18 0 624 2 482 11 32 29 65 256 11 1945 2862 296 0 306 61 31 3 2542 1 0 700 1 2145 48 5 28 61 31 6936 14 255 15 46 3276 16 7 3 24 26 4 257 	4
4156 4156 187 2962 1688 187 4623 81 64 3 241 363 5 2962 9 240 1 22 792 50 2 619 11 17 29 2226 0 187 182 1 1074 40 155 0 430 606 45 4624 811 417 4623 14 89 43 257 75 1622 4623 77 0 275 197 333 11 2962 22 834 827 536 1582 831 215 146 1758 806 222 1099 483 1 17 20 3 241 220 537 30 72 56 7 566 1 212 691 121 6 52 390 193 119 691 68 9 122 847 1 1490 1 3944 7850 6937 9 52 177 850 2065 0 4623 477 115 3 854 513 929 16 143 97 37 91 3 33 782 521 179 3 241 109 59 216 220 6272 1 1626 1544 307 30 72 35 15 145 135 0 235 417 2962 0 182 10 261 4157 3143 7 145 311 14 2 492 239 1175 39 4623 4 727 8 48 40 3 173 1201 4 187 4623 1 1946 9 38 101 4 293 	4
314 4 49 9 1361 125 9 3 490 175 16 51 2 259 0 28 1 56 4 31 3641 4 52 193 151 0 364 1 2 830 0 1075 1267 2325 1560 1 2 150 281 8 7 45 1854 289 8 6 25 24 11 2 70 21 31 1880 181 51 19 68 22 0 799 2963 16 7 787 410 9 3 192 339 14 8 6 854 19 22 0 332 201 367 4 860 8 6 3 4 950 9 433 3 367 1452 1268 1508 2066 13 1259 6273 1 3 367 1259 1059 325 1031 3945 36 24 209 52 269 6 238 47 497 4 860 16 51 2 110 3784 19 70 496 40 282 21 27 138 	4
404 295 47 12 1096 202 44 577 277 785 1 99 0 294 716 1583 8 6 24 	4
19 22 175 42 369 52 6938 1416 8 6 12 101 51 27 1 2 6 158 523 13 0 265 5 45 28 1 397 56 2 22 0 2067 3148 13 601 4919 1146 63 6 165 19 830 0 577 1649 9 526 63 6 194 33 519 0 2543 29 53 146 75 907 5 681 12 940 4 0 9043 182 104 4372 154 624 16 425 157 159 	4
16 26 7 60 1060 1118 10 0 732 716 1159 91 24 807 716 1 777 549 9 423 1526 0 2770 7 158 1608 14 65 266 9044 2326 	3
128 28 165 2068 1 353 1099 169 289 2 20 626 42 77 64 262 605 5 216 101 4 497 17 20 280 3946 2380 6939 15 61 150 0 6939 18 0 109 50 15 445 10 699 23 21 1407 889 0 9045 7 83 2380 25 2771 18 0 51 5 425 15 70 46 231 209 0 4158 7 276 1 490 25 15 61 53 236 0 1160 14 145 46 0 2102 0 275 7 821 13 0 1265 0 126 6 146 1 0 1342 615 5 297 4158 164 8 6 276 30 303 30 717 49 0 550 23 545 1049 1 696 0 651 7 545 428 1 4625 13 839 15 571 18 0 98 2 74 0 9046 5 55 1 0 7851 5 627 404 801 77 83 64 24 96 0 1706 44 142 266 5 1269 1 15 975 360 31 419 	5
89 3 219 378 5 186 7852 10 3 2870 233 2 53 53 480 4 31 296 6940 1858 1091 4 336 38 62 10 12 1134 160 26 16 305 7 41 1417 1 61 46 53 773 18 1246 2 274 4 313 3 78 173 5 9047 25 2 531 30 0 1127 6 9048 24 519 32 29 67 3 129 627 164 18 16 3149 506 0 147 1507 1825 7 59 39 1 62 3277 13 224 2772 1 9049 4 439 8 742 34 3 14 118 80 15 704 10 3 1100 7853 181 4 55 6941 6942 466 0 72 3278 2871 7 579 7854 25 15 61 726 65 51 1707 0 541 1859 629 6274 18 190 15 23 4626 9 253 11 135 4 144 45 51 1 1826 3 78 32 23 192 2146 616 0 3277 11 4159 1319 3649 30 72 30 130 724 1689 13 7855 4 426 15 0 2544 5 0 3394 15 61 150 10 0 1603 46 48 49 296 15 70 74 8 30 95 30 2 84 	5
19 40 237 16 39 16 788 1882 138 27 855 2276 181 401 37 3 1281 56 998 371 190 15 448 71 0 4627 255 870 935 60 3785 0 1817 1147 0 1060 1172 1 367 14 68 389 949 1817 34 1704 1584 1 332 1562 29 68 686 17 478 3 236 5 142 5 0 1070 1 15 61 865 1563 1294 5 7856 10 60 3517 17 68 478 3 576 5 1060 998 371 718 9 60 3785 2 22 3 1061 5 0 1704 1584 1 1860 7856 13 3 342 5 718 0 998 695 6 1908 1040 1 72 1708 72 1308 31 3057 71 42 10 0 1302 	5
25 2 110 59 2964 3395 42 27 16 678 9 3 129 2019 19 74 45 10 280 127 653 1282 17 20 3 24 249 5 355 2020 2480 1 1161 981 1 35 75 1668 1509 45 196 157 31 941 68 45 2325 7 53 24 1 423 1 45 1627 147 9050 23 90 971 24 245 25 42 7 190 0 2434 442 10 0 200 2434 12 364 1 2 302 4 49 2481 9 243 250 283 103 667 6943 209 34 1006 1137 373 66 46 95 85 248 10 3 653 999 72 0 193 51 19 115 16 2 259 12 248 656 159 9 8 4 31 0 1304 766 1 5293 2 22 1062 248 14 2 22 752 5 8 11 29 766 1 5293 69 7857 1980 2 273 8 6 3 5744 5 0 1032 14 2 6275 6944 8 1 11 1362 6 766 1 5293 2 934 2147 295 12 289 1 114 20 2 156 99 248 47 45 462 188 11 186 178 81 68 1243 65 9051 10 1668 1122 42 21 4 1007 34 3 3150 14 15 2277 75 21 1668 12 181 599 5 294 42 75 290 13 45 2480 1 45 1627 1 1282 1 356 14 35 8 442 4 248 75 39 0 401 2 95 919 2482 1138 678 0 416 1138 678 	2
19 2278 850 16 78 26 10 3 3650 804 539 71 4160 14 8 572 48 186 3 41 160 4160 358 8 7 821 11 0 440 70 21 31 0 6276 5 1585 4161 2227 600 14 16 7 3 242 69 3058 268 5 26 32 7 68 69 503 10 405 42 35 15 23 3151 9 51 80 8 7 21 359 28 71 142 3947 5 0 5745 166 2545 0 28 7 24 53 24 0 1338 399 20 1247 156 79 2021 1030 80 32 6 69 18 0 98 167 7 10 1545 2 22 0 2546 339 1 12 2607 22 0 1008 4628 1 277 189 760 133 13 3 353 4162 329 11 2 20 22 27 171 170 14 16 43 6 25 95 118 0 2546 339 133 13 2546 5 347 3 5294 136 855 11 393 822 1 55 5 0 952 81 168 22 8 6 3 241 598 5 28 14 8 6 25 24 11 2 6 4373 4 103 59 460 188 5 952 4 49 13 0 1546 0 1008 6 1047 41 207 68 75 21 95 5 3 1008 363 25 2 106 96 8 0 4163 277 6 41 207 172 41 2022 13 171 231 514 14 1257 5 82 29 2103 27 493 984 9 0 2546 1 637 984 9 0 1008 339 0 196 23 65 85 586 388 50 15 1248 11 272 851 61 908 412 48 186 130 760 2 1176 11 2 110 4920 4 903 3518 28 1 1885 1230 3 2546 11 2 3279 14 16 6 158 43 5 0 118 6277 5 0 1323 10 0 2104 187 179 2 70 158 31 62 1 282 181 51 286 96 0 94 	4
2 3786 4 187 436 9 226 47 0 565 3519 4 0 561 1 0 101 185 250 84 1225 0 888 6 4 587 0 1759 1112 138 920 2608 81 114 99 47 0 98 44 22 45 175 56 14 45 138 920 6 216 41 1014 543 746 59 985 449 8 328 21 3520 31 0 166 680 431 28 30 2 105 17 6945 0 930 3 173 14 0 514 29 238 1 0 576 6 24 309 45 1760 289 157 2381 0 417 1 45 682 94 13 0 1040 141 1 5 347 0 1096 750 141 333 35 75 168 62 10 187 140 0 1759 1112 70 31 43 5 0 101 256 2 49 	5
33 36 1853 249 35 15 23 221 9 55 885 44 831 11 7 327 4 162 96 42 17 70 264 20 8 2 68 74 11 17 20 1372 874 5746 429 0 797 436 20 220 6278 1 122 18 263 45 1263 9 5 1886 	4
